day;revenue;tac;clicks
2013-09-16;17838987.53;9199246.445;234475395
2013-09-17;17333341.4;8991585.825;223602995
2013-09-18;17018172.33;8808298.484;213615150
2013-09-19;16420685.55;8780373.493;207015235
2013-09-20;15129144.78;8149532.055;191493995
2013-09-21;13665203.79;7088106.199;176776215
2013-09-22;14796071.49;7393118.026;189863520
2013-09-23;15896658.76;8432016.754;206680950
2013-09-24;16556199.94;8657425.52;216202455
2013-09-25;16000980.46;8353253.307;206216080
2013-09-26;15653646.88;8321686.872;200677890
2013-09-27;14985340.59;7736368.01;193183340
2013-09-28;13901555.04;6937893.284;174261780
2013-09-29;15219019.98;7408822.006;186185125
2013-09-30;16433430.63;8366595.419;200200980
2013-10-01;17934094.13;8743385.229;214882885
2013-10-02;17593766.44;8913932.445;224310590
2013-10-03;16880939.71;8654443.238;214232060
2013-10-04;16624474.69;8652751.176;219537395
2013-10-05;14696487.43;7480010.025;194358150
2013-10-06;15694144.86;7912415.109;203823620
2013-10-07;17035092.04;9148989.763;222351885
2013-10-08;17691200.8;9218186.808;234792950
2013-10-09;17633629.7;9019222.671;231405930
2013-10-10;16338612.83;8463971.8;215852105
2013-10-11;15726099.71;8301562.206;211408155
2013-10-12;14580828.86;7199630.796;206543995
2013-10-13;15941964.3;7933684.585;221113620
2013-10-14;17916145.19;9288547.821;239886325
2013-10-15;18892689.49;9915130.311;252862715
2013-10-16;17642763.6;9117676.796;232047970
2013-10-17;16476043.83;8761553.021;221749920
2013-10-18;16237401.04;8628439.412;216914565
2013-10-19;14640901.3;7495032.376;197658615
2013-10-20;16040135.8;8027703.017;211178310
2013-10-21;18197400.46;9537821.509;239057700
2013-10-22;18374347.74;9663455.305;238265755
2013-10-23;18653316.7;9977447.887;238859810
2013-10-24;17618808.45;9313606.082;232055425
2013-10-25;17045745.01;8928734.561;225123185
2013-10-26;14714827.66;7405846.141;191730945
2013-10-27;16310360.69;8157283.895;204854825
2013-10-28;18428047.74;9464661.187;236466825
2013-10-29;18400044.89;9600389.767;230612305
2013-10-30;18277883.88;9464874.007;228732140
2013-10-31;17026952.15;8671617.613;213343235
2013-11-01;18208592.24;8934339.251;224670985
2013-11-02;16934357.99;8038121.21;217860300
2013-11-03;18292510.16;8822359.365;231761775
2013-11-04;19440117.85;9770298.166;252389480
2013-11-05;18910022.73;9519300.193;246359085
2013-11-06;19447707.39;9883764.83;254065700
2013-11-07;18838960.7;9826750.069;246355200
2013-11-08;18394406.46;9670826.926;238839125
2013-11-09;16887501.16;8475772.299;220279850
2013-11-10;18746129.18;9203506.259;243318635
2013-11-11;20353567.69;10534532.11;263533585
2013-11-12;19677249.78;10317145.65;254707180
2013-11-13;18776857.21;9782652.4;239331470
2013-11-14;18512053.68;9766325.143;233578590
2013-11-15;17993904.71;9411905.074;228235455
2013-11-16;16293509.99;8107995.977;208786900
2013-11-17;18052783.38;8874178.405;226596160
2013-11-18;19772257.94;10751164.66;251261780
2013-11-19;19662992.05;10239814.54;251972105
2013-11-20;19442496.73;10405502.38;251656860
2013-11-21;19775766.56;10515641.09;255333540
2013-11-22;19669185.63;10473711.78;251966120
2013-11-23;17780924.41;9000377.18;226163000
2013-11-24;19489238.23;9827068.217;244655915
2013-11-25;20550201.59;10921353.63;259453600
2013-11-26;20699884.69;10940168.82;252472500
2013-11-27;21406503.9;11119902.06;260133790
2013-11-28;19090725.1;9964971.376;235031825
2013-11-29;19294426.64;10030424.47;231559685
2013-11-30;18182037.79;9102176.657;209424005
2013-12-01;20563685.78;10212487.1;236075280
2013-12-02;22248561.86;11854552.56;254593360
2013-12-03;23288367.36;11988804.47;257354335
2013-12-04;24162649.44;12330752.23;267871450
2013-12-05;22936176.56;11632814.03;261782430
2013-12-06;21802587.69;10919082.4;249200385
2013-12-07;19209001.98;9243416.708;224165270
2013-12-08;21565499.9;10287044.75;245053935
2013-12-09;24280257.2;12321715.68;284753770
2013-12-10;22140264.1;11300477.21;260851815
2013-12-11;21519952.35;11169739.78;257065025
2013-12-12;21041555.4;10859811.75;253409590
2013-12-13;19962568.26;10300329.03;239396815
2013-12-14;18463466.55;9125597.19;217019285
2013-12-15;20391116.64;10003239.28;236998125
2013-12-16;21863787.31;11379132.07;260778595
2013-12-17;21462293.88;11176780.17;254092615
2013-12-18;21603711.5;11379110.06;256631200
2013-12-19;19641687.68;10524579.89;239191925
2013-12-20;17732228.11;9522314.354;215098870
2013-12-21;16435295.11;8220966.549;196689815
2013-12-22;17749133.76;8667804.563;209161750
2013-12-23;18064943.39;9481372.281;218230005
2013-12-24;14421645.24;7625479.676;179557035
2013-12-25;13835038.1;6968223.968;174750345
2013-12-26;17807450.61;8738642.666;216947465
2013-12-27;18513596.31;9251817.044;217685615
2013-12-28;18059676.94;8899669.733;205286970
2013-12-29;18639068.43;9013451.926;216438565
2013-12-30;18783230.61;9654593.687;211646400
2013-12-31;15013307.96;7922679.279;168972055
2014-01-01;18113040.85;8536704.794;202344275
2014-01-02;23892803.95;11418656.1;269959200
2014-01-03;22988285.03;11307258.62;274065260
2014-01-04;20751910.45;10133492.86;252884800
2014-01-05;21851913.33;10671552.1;263071865
2014-01-06;22219575.6;11346987.41;277591475
2014-01-07;22496805.06;11688537;288513855
2014-01-08;23647842.86;11966201.5;295588650
2014-01-09;22836136.71;11705653.84;290421845
2014-01-10;21636708.13;11372338.59;281852970
2014-01-11;20015324.39;10070386.17;262239495
2014-01-12;21374280.3;10558295.37;279338745
2014-01-13;22084895.61;11645976.34;300872250
2014-01-14;21900854.28;11371728.37;304815035
2014-01-15;21935947.5;11276835.22;296313290
2014-01-16;20724905.74;10756876.69;283748395
2014-01-17;20085462.79;10481563.63;275882355
2014-01-18;18419690.76;9364056.914;252728840
2014-01-19;20311471.15;10063483.53;275578555
2014-01-20;22038521.13;11384579.58;301572145
2014-01-21;22177811.83;11522325.88;301660905
2014-01-22;21179483.33;11114181.78;289329670
2014-01-23;20916011.88;11060072.68;284788805
2014-01-24;19969032.5;10431312.23;270826290
2014-01-25;18060759.91;9053651.108;243409635
2014-01-26;19759039.65;9773757.781;261876020
2014-01-27;20566782.48;10661728.25;283512460
2014-01-28;21027774.31;10693704.82;287950670
2014-01-29;21334838.24;10841100.16;287863380
2014-01-30;20398056.84;10445955.34;278958925
2014-01-31;19076808.93;9791423.72;257930015
2014-02-01;18864763.95;9248239.17;253133755
2014-02-02;20381166.91;9872994.356;271277265
2014-02-03;21749977.96;11269347.63;288418095
2014-02-04;22560526.58;11582919.59;299030655
2014-02-05;22205476.81;11440718.81;294313635
2014-02-06;20874989.08;10893080.38;283136805
2014-02-07;20389127.84;10572457.33;280420420
2014-02-08;19588646.55;9618862.187;265545000
2014-02-09;20718312.51;9987539.974;277036200
2014-02-10;21719042.5;11192081.6;293669670
2014-02-11;22114433.94;11230086.19;294178920
2014-02-12;22128675.08;11430640.03;289914520
2014-02-13;22100497.2;11370128.65;295777160
2014-02-14;21111803.71;11016489.49;287709240
2014-02-15;19136702.65;9580796.979;258664455
2014-02-16;20346996.99;10065242.18;271872475
2014-02-17;22407265.46;11678425;303610440
2014-02-18;22086829.3;11412158.62;296345175
2014-02-19;21801514.75;11329417.6;294564270
2014-02-20;21516105.38;11204695.2;291656365
2014-02-21;21109596.78;10827635.51;282346365
2014-02-22;17949597.01;8934165.791;245500920
2014-02-23;19005377.36;9461607.921;258805855
2014-02-24;21695069.73;11645078.56;291821215
2014-02-25;21766941.75;11095533.24;284883690
2014-02-26;22304202.64;11501984.68;296758665
2014-02-27;21938969.05;11299691.33;288180410
2014-02-28;20816075.55;10625532.02;274300390
2014-03-01;19625075.56;9417281.17;264332495
2014-03-02;21688423.28;10331415.14;281405040
2014-03-03;22785966.66;11546814.77;301486220
2014-03-04;23009883.8;11597452.21;296477825
2014-03-05;22559625.5;11427970.15;302425480
2014-03-06;21976007.49;11382336.81;298492180
2014-03-07;21024563.43;11050501.34;286560890
2014-03-08;18349090.99;9606480.481;253604575
2014-03-09;19324904.39;9885624.258;263700325
2014-03-10;21737469.84;11689746.6;291457425
2014-03-11;22496611.35;11903792.88;293619550
2014-03-12;22537884.95;11870651.92;292823720
2014-03-13;21706035.76;11495411.14;283195185
2014-03-14;20238530.45;10753780.12;263243260
2014-03-15;18665331.95;9264161.876;242061925
2014-03-16;20547029.23;10024131.96;264873630
2014-03-17;22585274.71;11763681.2;294215495
2014-03-18;22446075.83;11745753.81;290580465
2014-03-19;20940211.88;11039440.16;274868370
2014-03-20;21315923.21;11203949.36;277313750
2014-03-21;20425566.18;10516617.03;263293555
2014-03-22;19516340.03;9518817.998;243842270
2014-03-23;21796043.74;10538651.43;276907645
2014-03-24;22541699.48;11743662.02;287680505
2014-03-25;22408557.76;11300204.43;278883780
2014-03-26;22401615.14;11357418.34;273614950
2014-03-27;21314505.56;10937903.05;258875050
2014-03-28;19891725.89;10264326.08;241803870
2014-03-29;17922135.23;8832442.96;218218175
2014-03-30;19287663.55;9528674.498;235921140
2014-03-31;21964238.99;11469913.58;270585280
2014-04-01;23406570.19;11946571.13;297576265
2014-04-02;23367054.84;11756863.46;297683400
2014-04-03;23017375.8;11658596.54;293088950
2014-04-04;21557236.74;11034260.43;280106085
2014-04-05;18799486.33;9200077.502;249356310
2014-04-06;20323439.03;9876013.8;264029430
2014-04-07;22474437.04;11688655.28;291140360
2014-04-08;22772607.29;11532006.18;292884795
2014-04-09;21201085.45;11160323.17;277013695
2014-04-10;21044360.04;11255922.49;273518315
2014-04-11;19995602.78;10624022.22;261770355
2014-04-12;17309659.9;8720513.002;232241765
2014-04-13;19203955.71;9570636.994;251218765
2014-04-14;21684262.26;11432278.98;275686355
2014-04-15;20784887.21;10830408.23;259563255
2014-04-16;20522163.01;10842241.71;257037550
2014-04-17;19862617.53;10363456.79;257260430
2014-04-18;20009214.44;10166153.69;263526025
2014-04-19;16875594.91;8550289.951;225725045
2014-04-20;17035903.76;8587954.582;226609810
2014-04-21;21713871.19;10910369.72;277297790
2014-04-22;22816602.69;11775688.69;289454165
2014-04-23;22651971.04;11520690.79;285783155
2014-04-24;22237578.3;11413409.97;281260945
2014-04-25;21330214.18;11289622.44;265953800
2014-04-26;19763917.24;9727881.104;250684945
2014-04-27;22696680.1;11091634.33;284915855
2014-04-28;24926035.34;13028358.62;310706515
2014-04-29;24136794.18;12492482.89;298120165
2014-04-30;22841735.74;11677039.29;276154235
2014-05-01;22932066.45;11480146.43;286697145
2014-05-02;22506998.49;11578325.43;289222395
2014-05-03;19594122.76;9670305.415;256722865
2014-05-04;21363806.01;10621416.71;275200625
2014-05-05;23771755.2;12434858.57;305104135
2014-05-06;24315783.96;14334995.41;310309895
2014-05-07;24161926.94;12261605.17;309047690
2014-05-08;23959248.03;12142991.44;306011230
2014-05-09;22861522.58;11848978.19;294676550
2014-05-10;20611391.45;10340401.13;270714500
2014-05-11;22240223.36;11226826.08;288713600
2014-05-12;24938398.01;13362787.55;324824990
2014-05-13;24670953.21;13064811.57;319036760
2014-05-14;22634828.91;11920422.81;290448830
2014-05-15;22911338.58;12172436.95;293928740
2014-05-16;21695148.59;11487556.07;279071030
2014-05-17;17735415.94;9150268.217;235906895
2014-05-18;19189072.65;9831735.9;253999200
2014-05-19;23122369.08;12356735.51;300667430
2014-05-20;23357802.74;12516555.55;308704865
2014-05-21;23284580.25;12385681.3;305347980
2014-05-22;22816932.25;12101449.1;295562225
2014-05-23;21226661.48;11102474.38;273815080
2014-05-24;18473506.66;9094396.356;243422445
2014-05-25;19582897.44;9711636.187;263982740
2014-05-26;22138466.85;11248780.32;295134455
2014-05-27;24254786.65;12521492.13;308615965
2014-05-28;24434993.5;12644333.96;311115385
2014-05-29;24137148.7;12504391.23;307523055
2014-05-30;22546627.4;11755768.06;282115190
2014-05-31;18518156.8;9243134.502;243289620
2014-06-01;21785979.93;10673375.19;276599435
2014-06-02;24961581.03;13058263.95;319854885
2014-06-03;25535014.58;13173045.98;326019365
2014-06-04;26243196.25;13584161.84;328320755
2014-06-05;24969684.48;13154246.43;315445410
2014-06-06;22779464.26;12206115.95;300417215
2014-06-07;20400091.2;10433394.43;267402380
2014-06-08;21177999.03;10697036.72;279935110
2014-06-09;25012864.34;13243336.38;325635765
2014-06-10;25439166.85;13519994.67;328968255
2014-06-11;25267276.58;13372913.15;328906515
2014-06-12;23455540.04;12435792.49;304326505
2014-06-13;21805284.71;11709127.37;283189200
2014-06-14;19043507.24;9752681.256;250346180
2014-06-15;20175627.39;10284422.64;262959025
2014-06-16;24331371.96;12997799.87;315119770
2014-06-17;24555995.73;12950784.03;311778075
2014-06-18;23718232.54;12619562.02;302528520
2014-06-19;23546017.33;12288994.7;295285585
2014-06-20;22535491.45;11772077.72;282459555
2014-06-21;19433658.29;9692915.493;249477060
2014-06-22;21590234.9;10774871.7;269902010
2014-06-23;25821119.61;13496144.19;313514250
2014-06-24;25911171.79;13541439.38;315156905
2014-06-25;27084564.99;13857272.98;317979550
2014-06-26;26358460.79;13712888.51;307253380
2014-06-27;24844034.89;13022005.03;294475405
2014-06-28;22187213.85;11066692.23;258581855
2014-06-29;24997141.48;12245027.07;280398650
2014-06-30;27179556.85;13798966.41;309438115
2014-07-01;26867793.43;13780932.1;310225615
2014-07-02;28023944.58;14373788.81;325923430
2014-07-03;27638838.33;14323312.55;333080370
2014-07-04;25092010.66;12832440.98;310223515
2014-07-05;22752289.43;11361467.59;278211955
2014-07-06;25567410.63;12675869.66;309288665
2014-07-07;29298846.59;15448863.04;359847075
2014-07-08;29912520.56;15412410.81;359880745
2014-07-09;28891766.9;15386657.12;357316015
2014-07-10;28160046.3;14977374.46;357694610
2014-07-11;25772131.91;13681803.27;335755840
2014-07-12;22419305.01;11315190.34;291142425
2014-07-13;24162359.99;11931339.74;306025440
2014-07-14;27451854.56;14514120.12;346403295
2014-07-15;26996742.41;13830292.56;340738475
2014-07-16;26641975.89;13752843.03;340007430
2014-07-17;25552936.13;13562379.7;329688660
2014-07-18;24088716.05;12815967.75;309158080
2014-07-19;21543714.25;10836971.74;275780680
2014-07-20;23361174.3;11722841.24;292380235
2014-07-21;27309935.56;14212954.81;342034910
2014-07-22;27889545.76;14804246.53;353770970
2014-07-23;26819143.09;14395544.03;341670665
2014-07-24;26950300.63;14325598.49;345187780
2014-07-25;25106826.33;13418911.47;320771430
2014-07-26;21580366.06;11234524.41;278169675
2014-07-27;23525379.83;12113476.92;298991840
2014-07-28;27562987.58;14772190.63;349434225
2014-07-29;27002536.69;14437527.68;347850895
2014-07-30;26225516.95;13934838.32;341442815
2014-07-31;25529626.33;13141560.51;325947825
2014-08-01;25754434.03;13306488.05;331755200
2014-08-02;22984238.28;11352945.65;299979050
2014-08-03;24416001.5;12116386.41;313165265
2014-08-04;27908595.09;14763307.99;358462545
2014-08-05;27344670.24;14449223.02;352092545
2014-08-06;27593028.36;14817312.07;351192485
2014-08-07;26955439.16;14636911.67;349209245
2014-08-08;26490858.64;14212494.8;348884165
2014-08-09;23071230.21;11849401.56;308376705
2014-08-10;25458090.6;12903446.66;329756875
2014-08-11;27746001.84;14690840.37;355571755
2014-08-12;28259264.26;14787050.37;357133770
2014-08-13;27291701;14248170.17;343735315
2014-08-14;26004886.88;13737368.85;328280610
2014-08-15;24383901.15;12925207.37;309581020
2014-08-16;21435930.7;10885877.4;282749180
2014-08-17;23511380.88;11794315.11;306062470
2014-08-18;26228271.18;13930084.18;341426050
2014-08-19;26347125.05;13829161.98;344600165
2014-08-20;25903891.41;13625715.61;343573510
2014-08-21;25184105.28;13195467.97;332566325
2014-08-22;24613767.04;12927253;322929600
2014-08-23;22446567.89;11371509.87;294052535
2014-08-24;23606268.41;12012716.14;308476700
2014-08-25;27495467.55;14726174.28;360635135
2014-08-26;28174827.06;15168142.93;367531745
2014-08-27;26652601.61;14539717.35;350292670
2014-08-28;24917590.56;13440358.29;327172195
2014-08-29;24622966.86;13132035.7;315346290
2014-08-30;22177240.06;11279467.52;283493490
2014-08-31;23746988.89;12116837;305774140
2014-09-01;28941291.71;15059431.07;368125345
2014-09-02;29170764.59;15646044.31;369306420
2014-09-03;29716204.4;15815594.21;377774950
2014-09-04;28261993.74;14830147.84;367540600
2014-09-05;26592789.79;13785044.18;344829345
2014-09-06;23188542.5;11652158.36;303820405
2014-09-07;25014267.88;12564481.51;323190140
2014-09-08;27707367.73;14553516.85;362097505
2014-09-09;27366909.26;14389680.68;358954155
2014-09-10;26997268.55;14377848.61;355802335
2014-09-11;26871162.39;14230360.94;347943750
2014-09-12;25615275.63;13385382.73;330991535
2014-09-13;22933179.66;11515484.36;290488485
2014-09-14;24743768.08;12286177.6;312565365
2014-09-15;28515101.65;15057332.77;361441500
2014-09-16;27774480.9;14508929.66;345705640
2014-09-17;28207909.49;14585655.5;351885065
2014-09-18;27786633.74;14242760.77;351347920
2014-09-19;27120506.2;13591979.09;335095110
2014-09-20;23452304.86;11465804.39;288513470
2014-09-21;25872364.41;12668202.78;311617075
2014-09-22;29681790.84;15100544.64;362287380
2014-09-23;29740461.31;15106769;358862980
2014-09-24;29838774.13;15381882.45;368997930
2014-09-25;28815603.59;15081935.67;358768865
2014-09-26;26453403.86;13581779.17;326155690
2014-09-27;23341988.56;11518904.55;287598745
2014-09-28;26089654.68;13010518.46;313996375
2014-09-29;30038628.74;15309407.27;364319340
2014-09-30;29442492.11;14648979.66;351227275
2014-10-01;30999226.25;15377012.71;370547345
2014-10-02;30277326.24;14889354.51;379450260
2014-10-03;28527171.64;14075968.04;355688830
2014-10-04;25289169.36;12086780.72;317571660
2014-10-05;29249524.13;14043679.74;368670330
2014-10-06;31763708.8;15974015.51;396862690
2014-10-07;31115681.54;15640004.63;394426025
2014-10-08;29841768.33;15154151.85;377104805
2014-10-09;29316796.73;14631936.38;375863740
2014-10-10;28662156.35;14423066.2;366348325
2014-10-11;24891940.15;11989602.88;321279280
2014-10-12;27340425.34;13110396.19;355722080
2014-10-13;32312087.05;16211227.43;420123235
2014-10-14;30498744.49;15506525.06;383226550
2014-10-15;29085160.89;14661860;360676680
2014-10-16;27981554.09;14117681.38;344167250
2014-10-17;26665054.79;13283458.63;327248250
2014-10-18;23190255.43;11007955.91;288610035
2014-10-19;25228660.21;12026254.29;310533405
2014-10-20;30146424.91;15371249.86;380528470
2014-10-21;30909113.96;15718231.61;386412250
2014-10-22;30867139.19;15697328.68;380354590
2014-10-23;29425017.69;14956510.98;360964065
2014-10-24;27366232.34;13864694.95;344474060
2014-10-25;23700863.51;11469975.2;299583585
2014-10-26;26932777.39;12883241.67;333478215
2014-10-27;30737514.54;15713157.11;387906050
2014-10-28;30598282.31;15666842.23;381658235
2014-10-29;29916155.14;15422242.31;365135120
2014-10-30;27904318.6;14484223.07;349183730
2014-10-31;25839049.3;13340972.16;323602195
2014-11-01;24884614.84;12082635.85;311193505
2014-11-02;27975362.99;13490907.44;341231450
2014-11-03;31143524.84;15827878.48;384977320
2014-11-04;31393739.53;15675701.55;388044545
2014-11-05;32204920.15;16190599.94;392780010
2014-11-06;32047227.03;16127799.53;384180300
2014-11-07;29768172.28;15186995.72;355937785
2014-11-08;26624224.7;12840329.77;322882910
2014-11-09;30035220.48;14475012.5;359986480
2014-11-10;33656207.24;17231443.12;399353955
2014-11-11;34703685.49;17489149.23;412702220
2014-11-12;31861252.18;16662110.64;385158620
2014-11-13;34180761.24;17597563.24;403749990
2014-11-14;31964822.34;16550896.11;376976670
2014-11-15;27959818.89;13784888.77;331706340
2014-11-16;30582846.14;15185562.64;357229320
2014-11-17;32339784;17092968.14;382987255
2014-11-18;33724173.71;17658780.31;386378965
2014-11-19;32932449.18;17370815.72;373330615
2014-11-20;32118750.2;16675519.49;366115190
2014-11-21;29327166.19;15405045.61;332672270
2014-11-22;26632250.54;13228309.44;307410530
2014-11-23;29421544.18;14587311.84;335411265
2014-11-24;34208267.46;18106037.98;384927060
2014-11-25;34755710.81;18286578.52;384290165
2014-11-26;35502783.75;18315601.41;379898225
2014-11-27;34448090.71;17485012.73;365524145
2014-11-28;40408857.36;20468959.88;385648970
2014-11-29;39198134.46;19378244.85;363153910
2014-11-30;42175318.08;19919727.47;388904250
2014-12-01;50622470.09;25892070.13;456493170
2014-12-02;48368517.68;24753651.03;431011000
2014-12-03;42640216.19;22380607.71;408689260
2014-12-04;40794650.14;21261915.08;406662760
2014-12-05;36633814.59;19206038.41;376327105
2014-12-06;31469357.66;15699561.3;329814625
2014-12-07;34771517.19;17146658.88;362983390
2014-12-08;39994154.35;21260715.64;419484765
2014-12-09;40288695.58;21630049.35;423299170
2014-12-10;36747820.24;19814550.94;385120015
2014-12-11;36644465.41;19513486.15;392180565
2014-12-12;34219751.65;18344163;368566170
2014-12-13;29332658.61;14887115.52;320620545
2014-12-14;33370082.66;16768639.54;359899120
2014-12-15;38916365.46;21069379.29;418764255
2014-12-16;36497362.4;19299951.84;390828515
2014-12-17;36606861.48;19115918.16;385608860
2014-12-18;32986911.79;17125772.22;350615860
2014-12-19;29583000.96;15590800.19;321254290
2014-12-20;27470252.31;13846775.1;297239145
2014-12-21;28863507.31;14551169.33;310823975
2014-12-22;31519421.85;16991323.01;353380090
2014-12-23;29172418.6;15681033.75;332384010
2014-12-24;23168796.24;12328486.64;266350455
2014-12-25;21691575.83;10838705.12;252837375
2014-12-26;28070620.11;13997890;318648540
2014-12-27;28630903.26;14058467.47;316247470
2014-12-28;29853393.01;14665148.7;323750245
2014-12-29;32453811.03;16841054.42;357424655
2014-12-30;30365009.44;15870015.83;330531110
2014-12-31;25041314.94;13033879.55;267816640
2015-01-01;30813310.5;15015685.47;328339935
2015-01-02;37744282.13;18559435.02;413859355
2015-01-03;35945098.73;17366923.77;397469275
2015-01-04;37715363.75;18479235.72;423555615
2015-01-05;38320535.11;20410457.08;459720065
2015-01-06;37601934.45;19866616.97;464167025
2015-01-07;36823745.4;19552787.95;459252395
2015-01-08;37758168.4;19454376.86;471554510
2015-01-09;36552443.31;18729718.95;464403100
2015-01-10;33269278.19;16355749.2;419775615
2015-01-11;34980351.64;17218072.74;434322245
2015-01-12;38419600.33;20431456.18;488578965
2015-01-13;36465405.8;19302162.44;473694270
2015-01-14;35555872.29;18652786.01;465207190
2015-01-15;35719381.16;18603623.96;477297240
2015-01-16;33438098.01;17286588.66;449125985
2015-01-17;29719842.81;14799809.59;407045205
2015-01-18;33015182.58;16493167.56;447303045
2015-01-19;36171346.69;19263953.22;499361940
2015-01-20;33850876.04;18165506.31;466489240
2015-01-21;33923012.8;17997724.44;469418915
2015-01-22;33756989.79;17620516.45;461043765
2015-01-23;33007627.2;17107772.09;448662270
2015-01-24;29893595.48;14694970.97;408160480
2015-01-25;32252972.2;16112387.97;436634625
2015-01-26;38047627.19;19860134.61;521689980
2015-01-27;36604844.98;18901333.57;503609015
2015-01-28;36128127.39;18713812.95;508339860
2015-01-29;34514931.95;17639670.05;498330910
2015-01-30;33085354.73;16836179.31;467200370
2015-01-31;28831383.6;13937810.27;400505595
2015-02-01;36016052.94;17605974.01;471949625
2015-02-02;38558435.44;20466744.49;505467130
2015-02-03;38416824.16;20273799.67;512091020
2015-02-04;37558196.73;19569074.39;505589525
2015-02-05;36402940.34;18815057.86;492274615
2015-02-06;34078933.29;17798527;457268735
2015-02-07;30376686.01;15118018.36;408893100
2015-02-08;34401445.7;17236787.71;456992480
2015-02-09;39400491.99;20868897.16;520338350
2015-02-10;37258906.79;19358822.68;499982140
2015-02-11;35235601.6;18306225.77;476496825
2015-02-12;34046235.24;17791645.77;456753080
2015-02-13;32305183.28;17094751.7;428994720
2015-02-14;28365770.88;14235725.3;379811880
2015-02-15;32676358.54;16595685.17;427103285
2015-02-16;38793513.13;20416973.48;500569160
2015-02-17;38329882.36;20505214.26;493590825
2015-02-18;37382007.1;19981148.01;483517860
2015-02-19;35913246.79;18854706.35;470269765
2015-02-20;35216113.64;18050560.77;460497345
2015-02-21;32275811.74;15730799.11;419253380
2015-02-22;35499591.66;17757918.27;460814830
2015-02-23;39120697.38;21058803.68;512178240
2015-02-24;37806913.54;19964522.1;490531265
2015-02-25;36653167.48;19283743.3;469539945
2015-02-26;37577408.2;19379450.89;476978705
2015-02-27;35290607.99;18383496.55;444908870
2015-02-28;31656181.7;15596542.2;400945230
2015-03-01;39997619.33;19320206.89;498229830
2015-03-02;42334897.33;22455200.83;533768900
2015-03-03;40885657.66;21668377.64;519061305
2015-03-04;39874993.53;20696001.63;518109515
2015-03-05;37507947.51;19351572.16;496099870
2015-03-06;34514248.89;18026729.12;466087965
2015-03-07;30981301.36;15291859.59;420207655
2015-03-08;33996385.24;16990326.46;452667845
2015-03-09;39923357.03;21420568.86;533171695
2015-03-10;37293628.48;19701892.7;503956320
2015-03-11;35764735.21;18626363.18;480377065
2015-03-12;35197353.08;17972401.23;476957670
2015-03-13;34054508.64;17574557.66;456024940
2015-03-14;30742547;14953803.65;410026890
2015-03-15;34278254.48;16768536.43;456210335
2015-03-16;37890680.04;20151140.39;499421020
2015-03-17;35164657.93;18673818.91;467049415
2015-03-18;35694830.21;18497594.11;469228795
2015-03-19;35936725.25;18334048.88;467583620
2015-03-20;34810576.33;17736022.04;449606395
2015-03-21;30880863.28;15003778.98;398118770
2015-03-22;33902634.73;16773114.21;436626960
2015-03-23;37065013.14;19501546.64;471132690
2015-03-24;37195207.73;19341105.32;469058135
2015-03-25;34962542.46;18186500.79;443653560
2015-03-26;35321094.71;18120112.55;443363235
2015-03-27;34226860.9;17115745.31;430683855
2015-03-28;30360299.15;14547121.37;375573205
2015-03-29;34532369.84;16662748.44;418948740
2015-03-30;38042928.21;19730583.12;468122340
2015-03-31;37213056.21;18883265.14;443159010
